,hospital_overall_rating,emergency_services,hospital_type,mortality_national_comparison,safety_of_care_national_comparison,readmission_national_comparison,patient_experience_national_comparison,effectiveness_of_care_national_comparison,timeliness_of_care_national_comparison
1903,2.0,True,1,2,3,3,3,2,3
1904,3.0,True,2,4,4,2,4,2,1
1905,3.0,True,2,2,4,2,2,4,4
1906,2.0,True,1,1,3,3,2,3,2
1907,3.0,True,1,2,3,1,3,2,2
1908,,True,2,4,4,4,4,4,4
1909,5.0,True,1,2,1,1,1,1,2
1910,2.0,True,1,1,3,3,2,2,1
1911,,False,1,4,4,4,4,4,4
1912,,True,2,4,4,4,4,4,4
1913,,True,1,4,4,4,4,4,4
1914,,False,3,4,4,4,4,4,4
1915,,True,2,4,4,4,4,4,4
1916,3.0,True,2,2,4,2,4,2,2
1917,3.0,True,1,2,3,1,3,1,2
1918,,True,1,4,4,4,4,4,4
1919,3.0,True,1,2,2,1,1,3,2
1920,3.0,True,1,2,2,2,2,2,1
1921,3.0,True,1,3,3,1,1,1,2
1922,,True,2,4,4,4,4,4,4
1923,2.0,True,1,2,3,3,2,1,3
1924,,True,1,4,4,4,4,2,2
1925,3.0,True,2,2,4,2,4,4,4
1926,3.0,True,1,2,1,2,3,2,2
1927,3.0,True,1,1,3,3,3,2,3
1928,3.0,True,1,4,2,4,1,2,3
1929,3.0,True,1,2,2,2,2,1,2
1930,5.0,True,1,1,1,1,1,2,3
1931,,True,1,4,4,4,4,2,1
1932,3.0,True,2,2,4,2,2,3,2
1933,3.0,True,2,2,4,2,2,2,1
1934,,True,2,4,4,4,4,4,2
1935,,True,2,4,4,2,4,4,1
1936,3.0,True,1,2,1,1,2,2,2
1937,3.0,True,1,1,3,3,2,2,3
1938,,True,2,2,4,2,4,4,4
1939,,False,1,4,4,4,4,2,4
1940,3.0,True,2,2,4,2,4,4,1
1941,4.0,True,1,1,2,2,1,2,3
1942,3.0,True,1,3,1,3,1,3,2
1943,2.0,True,1,2,3,3,2,1,2
1944,4.0,True,1,1,2,2,1,2,3
1945,3.0,True,1,2,3,3,1,2,2
1946,5.0,True,1,1,1,1,1,2,2
1947,,True,2,4,4,2,4,4,1
1948,4.0,True,1,4,4,2,1,2,2
1949,4.0,True,1,2,1,2,2,2,2
1950,,True,2,2,4,2,4,4,4
1951,4.0,True,1,2,2,2,2,2,2
1952,3.0,True,1,2,2,2,2,2,2
1953,,True,2,4,4,2,4,2,4
1954,3.0,True,1,2,2,2,2,2,2
1955,3.0,True,2,2,4,2,2,2,2
1956,4.0,True,1,2,4,2,1,3,2
1957,2.0,True,1,3,2,3,3,3,3
1958,4.0,True,1,2,2,1,1,2,1
1959,,True,2,4,4,4,4,2,1
1960,4.0,True,1,2,1,1,2,1,2
1961,,True,1,4,4,4,4,4,4
1962,3.0,True,1,2,2,2,3,2,1
1963,4.0,True,1,1,1,3,1,2,2
1964,3.0,True,1,2,2,1,2,1,2
1965,,True,2,4,4,4,4,4,4
1966,4.0,True,2,2,4,2,1,4,4
1967,,False,2,4,4,4,4,4,4
1968,3.0,True,2,2,4,2,4,2,2
1969,,True,2,4,4,4,4,4,4
1970,3.0,True,2,4,4,2,4,2,1
1971,4.0,True,1,2,2,1,1,2,1
1972,4.0,True,2,2,4,2,1,2,2
1973,5.0,False,1,4,2,4,1,2,4
1974,4.0,True,1,2,2,1,2,2,2
1975,,True,2,4,4,2,4,2,4
1976,3.0,False,1,4,4,2,4,3,1
1977,,True,2,2,4,2,4,4,4
1978,3.0,True,1,2,2,2,3,2,2
1979,4.0,False,1,4,2,4,1,2,4
1980,4.0,True,1,2,1,1,1,2,3
1981,,True,2,4,4,2,4,4,4
1982,,True,3,4,4,4,4,4,4
1983,3.0,True,1,4,4,2,4,3,1
1984,4.0,False,1,2,1,2,1,1,1
1985,5.0,True,1,2,1,1,2,2,2
1986,,True,2,4,4,4,1,2,1
1987,3.0,True,1,2,2,2,2,3,2
1988,,True,2,4,4,4,4,4,4
1989,4.0,True,1,2,2,2,1,2,2
1990,,True,3,4,4,4,4,4,4
1991,,True,2,2,4,2,4,4,4
1992,3.0,True,2,2,4,2,4,2,2
1993,3.0,True,1,1,2,2,3,1,2
1994,,True,1,4,4,4,4,4,4
1995,3.0,True,1,3,2,1,3,2,3
1996,2.0,True,1,1,3,3,2,1,3
1997,2.0,True,1,2,4,2,4,3,1
1998,4.0,True,1,2,1,1,1,1,1
1999,2.0,True,1,2,2,2,3,3,3
2000,,True,2,4,4,4,4,4,4
2001,4.0,True,1,1,1,2,3,1,3
2002,3.0,True,2,2,4,2,4,4,1
2003,,True,2,4,4,4,4,2,2
2004,3.0,True,1,2,2,2,2,1,2
2005,3.0,True,1,2,2,2,2,2,2
2006,3.0,True,1,1,2,3,1,2,3
2007,,True,2,4,4,4,4,4,4
2008,4.0,True,2,2,4,2,4,2,1
2009,,True,1,4,4,4,4,4,4
2010,,True,2,4,4,4,4,4,4
2011,3.0,True,1,2,2,2,1,2,1
2012,,True,2,4,4,4,4,4,4
2013,3.0,True,2,2,4,2,2,4,4
2014,4.0,True,1,2,2,2,1,2,1
2015,4.0,True,2,2,4,2,1,2,4
2016,,True,2,4,4,4,4,4,4
2017,,True,2,4,4,2,4,4,2
2018,,True,2,2,4,2,4,4,4
2019,,True,2,4,4,2,4,4,4
2020,4.0,False,1,2,4,2,1,1,4
2021,,True,2,4,4,4,4,4,4
2022,1.0,True,1,2,3,3,3,2,3
2023,3.0,True,1,2,2,2,2,2,1
2024,4.0,True,1,2,1,2,2,1,1
2025,3.0,True,2,2,4,2,4,4,4
2026,,True,1,4,4,4,4,4,4
2027,3.0,True,1,4,2,2,2,2,2
2028,3.0,True,1,2,2,2,2,1,1
2029,4.0,True,2,2,4,2,4,2,1
2030,2.0,True,1,2,2,3,1,1,2
2031,3.0,True,1,2,2,3,2,2,1
2032,2.0,True,1,2,3,3,2,2,2
2033,,True,2,4,4,4,1,4,2
2034,2.0,True,1,2,3,3,2,1,3
2035,3.0,True,1,1,2,3,3,3,3
2036,5.0,False,1,2,1,1,1,2,4
2037,4.0,True,1,2,1,2,1,1,1
2038,3.0,True,1,3,1,1,1,1,3
2039,3.0,True,1,2,2,3,3,2,3
2040,2.0,True,1,2,3,2,3,2,3
2041,3.0,True,1,2,2,2,1,1,1
2042,4.0,True,1,2,1,1,1,1,1
2043,,True,2,4,4,2,4,4,4
2044,3.0,True,2,2,4,2,2,2,1
2045,5.0,True,1,1,2,1,1,2,1
2046,5.0,False,1,1,1,1,1,1,4
2047,3.0,True,1,2,2,2,1,2,2
2048,4.0,True,2,2,4,2,1,4,4
2049,3.0,True,1,2,4,2,2,3,1
2050,,True,2,4,4,4,4,3,1
2051,4.0,True,2,2,4,2,4,4,1
2052,3.0,True,1,2,1,1,3,3,2
2053,,True,2,4,4,4,4,4,1
2054,4.0,True,1,2,1,1,1,2,1
2055,3.0,True,2,2,4,2,2,2,1
2056,2.0,True,1,1,3,3,3,2,3
2057,,True,2,4,4,2,1,4,4
2058,,True,2,4,4,4,4,4,4
2059,,True,3,4,2,4,4,4,4
2060,,True,2,4,4,4,4,4,4
2061,3.0,True,1,2,2,1,2,2,1
2062,4.0,True,1,2,1,2,1,2,1
2063,4.0,True,1,1,2,2,2,2,1
2064,3.0,True,1,2,3,1,1,2,2
2065,5.0,False,1,4,2,4,1,2,4
2066,3.0,True,2,2,4,2,1,4,4
2067,,False,1,4,4,4,4,2,4
2068,3.0,True,2,2,4,3,1,2,4
2069,,False,1,4,4,4,1,2,4
2070,3.0,True,1,2,2,2,1,2,1
2071,,True,2,4,4,4,4,4,4
2072,3.0,True,1,2,2,2,2,3,3
2073,3.0,True,1,2,2,2,2,2,3
2074,3.0,True,1,3,1,3,1,1,1
2075,,False,1,4,4,4,4,4,4
2076,3.0,True,1,1,3,1,3,1,2
2077,,True,2,4,4,4,4,4,4
2078,3.0,True,1,2,2,1,2,2,2
2079,3.0,True,1,1,1,3,2,1,3
2080,3.0,True,1,2,2,2,2,3,1
2081,3.0,True,2,2,4,2,1,2,1
2082,3.0,True,1,2,2,2,1,3,2
2083,3.0,True,1,2,2,2,2,3,1
2084,,True,3,4,4,4,4,4,4
2085,3.0,True,1,2,3,1,1,2,2
2086,,True,2,4,4,4,4,4,4
2087,,True,2,4,4,4,2,2,4
2088,4.0,True,2,2,4,2,1,3,4
2089,3.0,True,1,2,2,3,3,2,3
2090,,True,2,4,4,2,4,4,4
2091,3.0,True,1,2,2,2,2,3,1
2092,3.0,True,2,2,4,3,1,2,1
2093,3.0,True,1,2,2,2,2,2,2
2094,3.0,True,1,3,2,1,3,1,1
2095,,True,2,2,4,2,4,4,4
2096,3.0,True,1,3,2,1,2,2,1
2097,4.0,True,1,2,1,1,2,1,3
2098,4.0,True,1,2,2,1,2,2,2
2099,,True,2,4,4,4,4,4,4
2100,3.0,True,1,2,2,2,3,2,2
2101,4.0,True,2,2,4,2,1,2,2
2102,3.0,True,2,2,4,2,1,4,4
2103,3.0,True,1,2,2,2,1,3,2
2104,1.0,True,1,1,3,3,3,2,3
2105,,True,2,4,4,4,4,4,2
2106,3.0,True,1,2,2,2,2,3,2
2107,3.0,True,1,2,1,3,2,2,2
2108,3.0,True,1,3,3,3,1,1,2
2109,5.0,False,1,4,1,4,1,2,4
2110,3.0,True,1,1,2,3,2,2,2
2111,,True,2,4,4,4,4,4,4
2112,2.0,True,1,2,2,3,3,2,3
2113,3.0,True,2,2,4,2,1,4,4
2114,1.0,True,1,2,3,3,3,2,3
2115,3.0,True,1,2,3,1,3,2,3
2116,4.0,True,1,2,1,1,1,1,1
2117,3.0,False,1,2,2,2,1,3,4
2118,4.0,True,2,2,4,2,1,4,1
2119,4.0,True,2,2,4,2,1,2,2
2120,4.0,True,1,1,2,3,1,1,3
2121,,True,2,4,4,4,4,4,4
2122,,True,2,2,4,2,4,4,4
2123,4.0,True,2,2,4,2,4,2,2
2124,3.0,True,2,2,4,2,4,4,2
2125,,True,1,4,4,4,4,4,4
2126,1.0,True,1,2,2,3,3,3,2
2127,3.0,True,1,2,2,2,2,2,2
2128,3.0,True,1,2,2,1,2,2,2
2129,,True,1,4,4,4,4,3,1
2130,4.0,True,1,2,4,1,1,2,1
2131,,False,1,4,4,4,1,2,4
2132,3.0,True,2,2,4,2,1,4,4
2133,,True,1,4,4,4,4,4,4
2134,2.0,True,1,2,3,3,2,1,2
2135,3.0,True,1,2,2,2,3,2,3
2136,3.0,True,1,1,2,1,3,2,2
2137,4.0,True,2,2,2,1,2,1,4
2138,3.0,True,1,2,4,2,3,3,2
2139,3.0,True,1,1,3,3,2,1,3
2140,3.0,True,1,1,1,3,2,2,2
2141,3.0,True,1,2,2,1,3,2,1
2142,,True,2,4,4,4,4,4,4
2143,,True,2,4,4,4,4,4,4
2144,,True,1,4,4,4,4,4,4
2145,,True,2,4,4,4,4,4,4
2146,4.0,True,1,2,1,1,2,1,1
2147,3.0,True,1,2,2,1,2,2,1
2148,,True,2,4,4,2,4,4,4
2149,3.0,True,2,2,4,2,4,4,4
2150,3.0,True,1,3,1,1,2,2,2
2151,,False,1,4,4,4,4,2,4
2152,3.0,True,2,2,4,2,4,2,4
2153,3.0,True,2,2,4,2,4,2,1
2154,4.0,False,1,4,2,4,1,2,4
2155,,True,1,4,4,4,4,4,4
2156,3.0,True,2,2,4,2,2,4,4
2157,,False,1,4,4,4,1,2,4
2158,4.0,True,2,2,4,2,1,2,2
2159,,False,1,4,4,2,4,2,4
2160,,False,1,4,4,4,4,3,4
2161,4.0,True,2,2,4,2,1,4,2
2162,,False,3,4,4,4,4,4,4
2163,,False,2,4,4,2,4,4,4
2164,,True,2,4,4,4,4,4,4
2165,3.0,True,1,2,4,2,4,2,1
2166,3.0,True,1,2,2,3,1,2,1
2167,4.0,True,1,2,2,2,2,1,1
2168,,True,2,4,4,4,4,4,4
2169,3.0,True,1,3,1,1,3,2,2
2170,3.0,True,1,3,1,2,2,2,3
2171,4.0,True,1,1,1,2,2,1,3
2172,,True,2,2,4,2,4,4,4
2173,3.0,True,1,2,2,2,2,2,1
2174,3.0,True,1,3,2,2,1,1,2
2175,4.0,True,2,2,4,2,2,2,1
2176,3.0,True,1,2,3,1,2,2,2
2177,5.0,False,1,4,1,4,1,2,4
2178,2.0,True,1,1,3,3,2,2,2
2179,1.0,True,1,2,3,3,3,1,3
2180,3.0,True,1,1,1,3,1,1,3
2181,3.0,True,1,3,3,2,2,2,2
2182,,False,1,4,4,4,4,4,4
2183,3.0,False,1,4,4,2,1,3,4
2184,3.0,True,1,1,2,3,3,1,3
2185,3.0,True,1,2,1,1,2,1,1
2186,5.0,False,1,4,2,4,1,2,4
2187,2.0,True,1,2,2,2,2,2,1
2188,,True,2,4,4,2,4,4,4
2189,4.0,True,2,4,4,2,1,3,1
2190,3.0,True,1,1,3,3,2,1,3
2191,2.0,True,1,2,1,3,2,2,2
2192,3.0,True,1,2,4,2,4,3,2
2193,3.0,True,2,4,4,2,2,2,2
2194,4.0,True,1,1,1,2,2,2,1
2195,3.0,True,1,2,2,2,2,2,2
2196,4.0,True,1,1,1,3,1,2,2
2197,2.0,True,1,2,1,3,3,1,2
2198,4.0,True,2,2,4,2,1,4,4
2199,3.0,True,1,2,3,2,2,2,1
2200,3.0,True,2,2,4,2,4,2,1
2201,3.0,True,1,2,2,1,2,2,2
2202,,True,2,4,4,4,4,4,4
2203,4.0,True,1,2,2,1,1,2,1
2204,3.0,True,1,2,3,2,1,2,3
2205,,True,1,4,4,4,4,3,1
2206,3.0,True,1,2,2,1,2,3,1
2207,4.0,True,2,2,4,2,4,2,1
2208,,True,2,2,4,2,4,4,4
2209,,True,2,4,4,2,4,4,4
2210,4.0,True,1,3,1,1,2,1,1
2211,,True,2,4,4,4,4,4,4
2212,3.0,True,1,3,1,2,1,2,2
2213,3.0,True,2,2,4,2,2,4,2
2214,4.0,True,1,2,2,1,1,2,2
2215,,True,2,4,4,2,4,4,4
2216,,True,2,4,4,4,4,4,4
2217,3.0,True,2,4,4,2,4,2,1
2218,,True,2,4,4,4,4,4,4
2219,,False,1,4,1,4,4,4,4
2220,3.0,True,1,2,1,3,2,1,3
2221,3.0,True,1,2,1,2,3,2,3
2222,,True,2,4,4,4,4,4,4
2223,1.0,True,1,2,3,3,3,1,3
2224,4.0,True,2,4,4,2,1,2,1
2225,3.0,True,1,2,3,3,1,2,1
2226,4.0,True,2,2,4,2,1,2,2
2227,,False,1,4,2,4,4,2,4
2228,3.0,True,1,3,1,2,2,2,1
2229,2.0,True,1,2,2,3,3,1,3
2230,,True,1,4,4,4,4,4,4
2231,,True,2,4,4,4,4,4,4
2232,,True,1,4,4,4,4,2,4
2233,2.0,True,1,2,2,3,3,2,3
2234,,True,2,4,4,4,4,4,4
2235,4.0,True,1,2,2,2,1,2,1
2236,4.0,True,1,2,4,2,1,2,1
2237,3.0,True,2,2,4,2,1,4,2
2238,3.0,True,2,2,4,2,4,4,4
2239,2.0,True,1,3,3,1,3,2,3
2240,,True,2,4,4,2,4,4,4
2241,4.0,True,1,2,2,1,1,1,2
2242,,True,2,4,4,4,4,4,4
2243,2.0,True,1,2,2,3,3,1,3
2244,,False,1,4,4,4,4,2,4
2245,,True,2,4,4,4,4,4,4
2246,3.0,True,1,2,3,2,2,1,1
2247,2.0,True,1,2,3,3,3,3,1
2248,1.0,True,1,3,2,3,3,2,3
2249,4.0,True,2,2,4,2,4,4,2
2250,2.0,True,1,2,1,3,3,1,3
2251,,False,1,4,2,4,4,3,4
2252,4.0,True,2,2,4,2,1,2,4
2253,,True,2,4,4,4,4,4,4
2254,,True,2,2,4,2,4,4,4
2255,4.0,True,1,2,2,2,2,2,1
2256,3.0,True,1,1,3,3,1,3,2
2257,2.0,True,1,2,2,2,3,3,2
2258,4.0,True,1,1,1,1,2,1,3
2259,4.0,True,1,2,2,1,1,1,2
2260,4.0,True,2,2,4,2,1,4,2
2261,4.0,True,1,2,2,2,1,2,1
2262,,True,2,4,4,4,4,2,1
2263,3.0,True,1,3,2,1,1,1,2
2264,3.0,True,2,2,4,2,4,2,1
2265,,True,2,4,4,4,4,4,4
2266,1.0,True,1,3,2,3,3,1,3
2267,2.0,True,1,2,2,3,3,2,2
2268,,True,1,4,4,4,4,4,4
2269,,True,1,4,4,4,4,2,2
2270,4.0,True,1,2,2,2,1,2,2
2271,,True,2,4,4,4,4,4,2
2272,,True,2,4,4,4,2,2,1
2273,,True,2,4,4,4,4,4,4
2274,2.0,True,1,3,3,2,2,2,1
2275,4.0,True,1,2,1,3,1,1,3
2276,3.0,True,1,2,1,3,3,1,1
2277,3.0,True,1,2,1,2,2,1,2
2278,3.0,True,1,4,4,2,4,2,2
2279,2.0,True,1,2,3,3,3,1,3
2280,4.0,True,1,2,2,2,1,3,2
2281,3.0,True,1,2,3,1,1,1,1
2282,3.0,True,1,2,2,1,3,1,3
2283,3.0,True,1,2,1,1,2,2,2
2284,,True,2,4,4,2,4,4,2
2285,,True,2,4,4,2,4,4,4
2286,3.0,True,1,1,2,3,2,1,2
2287,4.0,True,2,4,4,1,1,1,2
2288,1.0,True,1,3,1,3,3,2,3
2289,3.0,True,1,3,1,1,1,1,2
2290,3.0,True,2,2,4,2,4,2,1
2291,3.0,False,1,2,4,2,4,2,1
2292,3.0,True,1,2,2,2,2,2,1
2293,3.0,True,1,1,3,3,3,1,3
2294,,False,1,4,4,4,4,2,4
2295,1.0,True,1,3,3,2,3,1,2
2296,,True,2,4,4,4,4,2,1
2297,3.0,True,1,1,1,3,3,1,3
2298,4.0,True,1,2,2,1,2,2,2
2299,3.0,True,1,2,3,1,1,2,2
2300,2.0,True,1,2,2,2,3,2,2
2301,4.0,True,1,1,2,1,2,1,3
2302,3.0,True,1,2,2,2,2,2,2
2303,,False,1,4,4,4,4,4,4
2304,3.0,False,1,2,2,2,3,2,2
2305,3.0,True,2,2,4,2,2,3,1
2306,5.0,True,1,1,2,1,1,1,2
2307,4.0,True,2,2,4,2,1,4,4
2308,2.0,True,1,1,2,3,2,1,3
2309,,True,2,4,4,4,4,4,4
2310,4.0,True,2,2,4,2,2,2,3
2311,,True,2,4,4,4,4,4,4
2312,4.0,True,1,2,2,2,1,2,2
2313,3.0,True,1,2,3,2,1,1,1
2314,4.0,True,2,4,4,2,1,2,2
2315,4.0,True,1,2,1,1,3,2,2
2316,3.0,True,2,2,4,2,1,4,2
2317,2.0,True,1,2,3,3,2,1,3
2318,3.0,True,1,2,2,2,1,3,1
2319,,True,2,4,4,4,4,4,4
2320,2.0,True,1,1,3,3,3,3,3
2321,1.0,True,1,1,3,3,3,2,3
2322,,True,2,4,4,2,4,4,4
2323,3.0,True,1,2,2,2,2,1,1
2324,2.0,True,1,1,3,3,3,2,3
2325,2.0,True,1,2,2,2,3,1,2
2326,1.0,True,1,3,2,3,3,2,3
2327,2.0,True,1,2,2,3,3,1,3
2328,2.0,True,1,2,3,2,3,2,2
2329,3.0,True,1,2,1,3,3,2,2
2330,4.0,True,1,1,2,3,2,1,2
2331,4.0,False,1,2,2,2,1,2,2
2332,2.0,True,1,2,4,2,4,3,2
2333,4.0,True,1,2,1,1,2,3,3
2334,3.0,True,2,2,4,2,4,2,2
2335,3.0,True,1,2,2,2,2,2,1
2336,2.0,True,1,2,3,3,3,3,2
2337,4.0,True,1,2,2,2,2,2,2
2338,2.0,True,1,3,3,1,3,2,3
2339,,True,1,4,4,4,4,4,4
2340,3.0,True,1,3,1,2,1,2,2
2341,,True,2,4,4,4,2,2,1
2342,3.0,True,1,2,1,3,2,2,1
2343,,True,2,4,4,4,4,2,2
2344,,True,2,4,4,4,4,4,4
2345,4.0,True,1,2,3,1,1,2,1
2346,,True,2,4,4,4,4,4,4
2347,3.0,True,1,2,3,1,3,2,1
2348,4.0,True,2,2,4,2,2,4,4
2349,,True,2,4,4,2,4,4,4
2350,2.0,True,1,1,3,3,1,1,3
2351,3.0,True,1,2,4,2,4,2,2
2352,,True,2,2,4,2,4,4,4
2353,,True,2,4,4,4,4,4,4
2354,2.0,True,1,2,2,3,3,1,3
2355,3.0,True,1,2,3,1,2,2,2
2356,4.0,True,1,2,1,1,2,2,2
2357,3.0,True,2,4,4,2,2,2,1
2358,4.0,True,1,2,4,2,4,2,1
2359,3.0,True,2,2,4,2,2,4,2
2360,3.0,True,2,4,4,2,3,4,1
2361,4.0,True,2,4,4,2,1,4,2
2362,2.0,True,2,2,4,2,4,4,2
2363,3.0,True,1,2,2,2,2,2,1
2364,3.0,True,1,4,4,2,4,2,1
2365,3.0,True,1,2,1,3,2,1,1
2366,,True,2,4,4,4,4,4,4
2367,3.0,True,1,2,4,2,4,3,2
2368,4.0,True,2,2,4,2,1,2,2
2369,3.0,True,2,2,4,2,4,3,1
2370,2.0,True,1,2,3,1,3,2,3
2371,4.0,True,1,2,1,1,2,2,1
2372,,True,1,4,4,4,4,4,4
2373,2.0,True,1,2,2,2,3,2,1
2374,3.0,True,1,2,1,3,2,2,3
2375,,True,2,4,4,4,2,4,4
2376,1.0,True,1,2,3,3,3,3,3
2377,,True,2,2,4,2,4,4,4
2378,4.0,True,2,4,4,2,1,2,1
2379,4.0,True,1,2,2,2,1,2,1
2380,2.0,True,1,2,3,3,3,3,2
2381,1.0,True,1,1,3,3,3,1,3
2382,3.0,True,1,2,1,2,3,2,3
2383,3.0,True,2,2,4,2,2,4,4
2384,,True,2,4,4,4,4,4,4
2385,,True,2,4,4,4,4,4,2
2386,,True,2,4,4,3,4,4,4
2387,2.0,True,1,3,3,1,3,3,3
2388,4.0,True,2,2,4,2,1,4,1
2389,,True,2,2,4,2,4,4,4
2390,4.0,True,1,1,1,2,3,2,3
2391,3.0,True,1,2,2,3,2,2,2
2392,4.0,True,2,2,4,1,2,2,2
2393,,True,2,4,4,4,4,4,4
2394,,True,2,4,4,2,4,2,4
2395,3.0,True,1,2,2,2,1,2,1
2396,3.0,True,1,1,3,3,1,1,3
2397,3.0,True,2,2,4,2,4,4,2
2398,2.0,True,2,2,4,2,4,2,2
2399,2.0,True,1,2,3,3,3,2,3
2400,3.0,True,1,2,4,2,4,3,1
2401,4.0,True,1,2,1,2,1,1,1
2402,2.0,True,1,2,2,3,3,2,3
2403,,True,2,2,4,2,4,4,4
2404,4.0,True,1,2,2,2,2,1,2
2405,2.0,True,1,2,3,3,3,2,2
2406,,True,1,4,4,4,4,4,4
2407,3.0,True,1,2,1,3,3,1,2
2408,4.0,True,2,2,4,2,1,2,1
2409,4.0,True,2,4,4,2,1,2,1
2410,3.0,True,1,1,3,1,3,2,3
2411,1.0,True,1,2,3,3,3,2,2
2412,,True,2,4,4,4,4,4,4
2413,,True,2,4,4,2,4,2,4
2414,2.0,True,1,1,2,3,3,2,3
2415,4.0,True,2,2,4,2,1,2,1
2416,,True,2,4,4,4,4,4,4
2417,4.0,True,2,4,4,2,1,2,1
2418,,True,2,4,4,4,4,4,4
2419,,True,2,4,4,4,4,4,4
2420,,True,2,4,4,2,4,4,2
2421,3.0,True,1,2,1,2,3,2,3
2422,3.0,True,1,2,3,1,1,2,3
2423,3.0,True,1,2,2,2,3,2,2
2424,3.0,True,1,2,2,1,3,2,1
2425,2.0,True,1,2,3,3,3,1,2
2426,4.0,True,1,2,2,2,1,2,2
2427,3.0,True,1,2,2,2,2,1,2
2428,2.0,True,1,2,2,2,3,2,3
2429,4.0,True,2,2,4,2,1,4,1
2430,,True,2,2,4,3,4,4,4
2431,4.0,True,1,4,2,2,2,2,4
2432,,True,2,4,4,4,4,4,4
2433,4.0,True,1,2,1,2,2,2,2
2434,,True,1,4,4,4,4,4,4
2435,2.0,True,1,3,2,3,3,1,3
2436,,True,2,4,4,4,2,2,2
2437,,False,3,4,4,4,4,4,4
2438,2.0,True,1,2,1,3,3,2,3
2439,,True,3,4,4,4,4,4,4
2440,3.0,True,1,2,3,3,2,3,2
2441,4.0,True,2,4,4,2,1,2,1
2442,3.0,True,2,2,4,2,2,2,2
2443,,True,2,4,4,4,1,4,4
2444,,True,2,4,4,4,4,4,4
2445,4.0,True,1,2,1,1,2,2,2
2446,,True,2,4,4,4,4,4,4
2447,3.0,True,1,1,2,1,2,1,3
2448,2.0,True,1,2,3,3,2,2,2
2449,2.0,True,2,2,4,2,4,3,1
2450,3.0,True,2,2,4,2,2,2,1
2451,4.0,True,1,1,2,2,1,1,2
2452,2.0,True,1,3,3,1,1,2,2
2453,3.0,True,1,2,2,2,1,2,1
2454,2.0,True,1,1,3,3,3,3,3
2455,3.0,True,2,2,4,2,1,4,2
2456,,True,2,4,4,4,4,2,2
2457,3.0,True,1,2,1,1,2,1,2
2458,,True,1,4,4,4,4,4,4
2459,4.0,True,2,2,4,2,4,4,4
2460,1.0,True,1,2,3,3,3,1,3
2461,3.0,True,1,2,1,2,3,1,2
2462,,True,2,4,4,4,4,4,4
2463,3.0,True,1,2,2,3,2,2,3
2464,3.0,True,1,2,2,2,2,1,2
2465,1.0,True,1,2,2,3,3,2,3
2466,4.0,True,1,2,2,2,1,1,1
2467,3.0,True,1,2,3,2,3,1,1
2468,2.0,True,1,2,4,2,4,3,1
2469,3.0,True,2,4,4,2,4,4,2
2470,,True,1,4,4,4,4,4,4
2471,4.0,True,1,2,1,1,1,1,1
2472,4.0,True,1,3,2,1,1,2,1
2473,4.0,True,1,2,1,2,2,2,1
2474,3.0,True,1,2,2,2,2,2,1
2475,3.0,True,2,2,4,2,4,2,1
2476,3.0,True,1,3,1,1,2,2,2
2477,4.0,True,2,2,4,2,1,2,1
2478,,True,2,2,4,2,4,4,4
2479,2.0,True,1,3,1,2,3,3,2
2480,1.0,True,1,3,3,3,3,1,3
2481,,True,2,4,4,4,4,4,2
2482,4.0,True,1,2,1,1,1,2,2
2483,4.0,False,1,4,4,2,1,2,4
2484,,True,1,4,4,4,4,4,4
2485,3.0,True,1,2,2,2,3,2,1
2486,2.0,True,1,1,3,3,2,2,3
2487,,True,2,4,4,2,2,4,4
2488,3.0,True,2,2,2,2,2,2,4
2489,3.0,True,2,2,4,2,2,3,2
2490,4.0,True,1,2,2,1,1,3,1
2491,3.0,True,1,1,3,3,2,2,3
2492,3.0,True,1,4,4,2,4,2,1
2493,3.0,True,1,2,1,3,1,1,2
2494,1.0,True,1,2,3,3,3,2,3
2495,2.0,True,1,2,2,3,2,3,2
2496,3.0,True,1,3,1,1,3,1,2
2497,3.0,True,1,2,2,2,3,2,1
2498,2.0,False,1,4,3,4,1,3,4
2499,4.0,True,1,2,1,2,2,2,2
2500,4.0,True,1,2,4,2,2,2,2
2501,4.0,True,1,2,2,2,1,2,2
2502,4.0,True,1,2,2,1,1,1,1
2503,3.0,True,1,2,2,2,2,1,3
2504,,True,2,4,4,2,4,4,4
2505,2.0,True,1,2,3,3,2,2,2
2506,,False,1,4,4,4,4,4,4
2507,,True,2,4,4,4,4,4,4
2508,2.0,True,1,2,2,3,2,1,2
2509,4.0,True,2,2,4,2,1,2,1
2510,3.0,True,2,2,4,2,2,4,4
2511,4.0,True,2,2,4,2,1,2,2
2512,4.0,True,1,2,2,1,1,2,3
2513,,True,2,4,4,4,4,4,2
2514,4.0,True,2,2,4,2,1,2,4
2515,2.0,True,1,3,3,3,1,2,3
2516,3.0,True,1,1,1,3,1,2,3
2517,3.0,True,1,2,2,2,2,2,2
2518,1.0,True,1,2,3,3,3,2,3
2519,3.0,True,1,2,3,3,1,2,2
2520,,True,2,4,4,4,4,4,4
2521,,True,2,4,4,4,4,4,4
2522,3.0,True,1,2,2,3,1,1,2
2523,,True,2,4,4,4,1,2,1
2524,3.0,True,1,2,2,2,2,2,2
2525,2.0,True,1,2,3,3,1,2,3
2526,1.0,True,1,3,3,3,3,3,2
2527,3.0,False,1,2,2,2,2,2,2
2528,,True,2,4,4,4,4,2,1
2529,2.0,True,1,2,3,3,3,2,3
