,hospital_overall_rating,emergency_services,hospital_type,mortality_national_comparison,safety_of_care_national_comparison,readmission_national_comparison,patient_experience_national_comparison,effectiveness_of_care_national_comparison,timeliness_of_care_national_comparison
4395,4.0,True,2,2,4,2,1,4,4
4396,,True,1,4,4,4,4,3,1
4397,,True,2,4,4,4,4,4,4
4398,,True,1,4,4,4,4,4,4
4399,2.0,True,1,2,1,3,3,2,3
4400,4.0,True,1,1,1,2,1,1,3
4401,4.0,True,1,1,3,1,1,1,3
4402,3.0,True,1,2,2,2,2,3,2
4403,4.0,True,1,2,1,2,2,2,2
4404,,True,1,4,4,4,4,2,2
4405,,True,1,4,4,4,4,3,1
4406,3.0,True,1,3,1,2,2,2,2
4407,,True,1,4,4,4,4,4,4
4408,,False,1,4,4,4,4,4,4
4409,,True,2,4,4,4,4,4,4
4410,2.0,True,1,3,3,1,3,3,1
4411,4.0,True,1,2,1,3,2,2,2
4412,,True,2,4,4,4,4,4,4
4413,3.0,True,1,2,2,2,2,2,2
4414,3.0,True,1,2,2,1,3,2,1
4415,4.0,True,1,4,4,2,1,3,1
4416,,False,2,4,4,4,4,4,4
4417,,True,2,4,4,2,4,4,4
4418,3.0,True,1,2,1,3,3,1,2
4419,,True,2,2,4,2,4,4,4
4420,4.0,True,1,2,1,2,1,1,1
4421,3.0,True,2,2,2,2,2,2,4
4422,3.0,True,1,2,2,2,2,2,2
4423,4.0,True,2,4,4,2,1,4,4
4424,,True,2,4,4,4,4,4,4
4425,,False,1,4,4,4,4,4,4
4426,2.0,True,1,2,2,3,2,1,2
4427,4.0,True,1,2,2,1,1,1,2
4428,,True,2,4,4,4,4,4,2
4429,,True,2,4,4,4,4,4,4
4430,,False,2,4,4,2,4,4,4
4431,3.0,True,1,2,1,2,2,1,2
4432,,True,2,2,4,2,4,4,4
4433,,True,2,4,4,4,4,3,2
4434,3.0,True,1,2,2,2,2,1,1
4435,3.0,True,1,2,3,1,1,1,3
4436,5.0,True,1,1,2,1,1,2,1
4437,3.0,True,1,2,4,2,4,2,2
4438,3.0,True,1,1,2,2,2,1,1
4439,2.0,True,1,2,3,2,2,1,2
4440,,True,1,4,4,4,4,4,4
4441,3.0,True,1,2,2,1,2,2,1
4442,3.0,True,1,2,2,2,2,2,1
4443,4.0,True,2,2,4,2,1,2,1
4444,3.0,True,1,4,4,2,2,2,2
4445,,False,3,4,4,4,4,4,4
4446,2.0,True,1,2,3,1,3,1,3
4447,,False,3,4,4,4,4,4,4
4448,3.0,True,1,2,2,1,1,2,2
4449,,False,1,4,4,4,4,4,4
4450,3.0,True,1,2,3,2,1,1,2
4451,4.0,True,1,2,2,1,1,1,1
4452,3.0,True,1,3,1,3,2,1,3
4453,4.0,True,2,2,4,2,4,2,1
4454,,True,2,4,4,4,4,2,4
4455,3.0,True,1,2,2,1,3,3,2
4456,,True,1,4,4,4,4,2,2
4457,,True,2,4,4,4,4,4,4
4458,3.0,True,2,2,4,2,1,2,4
4459,4.0,True,1,2,2,1,1,1,1
4460,,True,2,4,4,4,1,2,1
4461,,True,1,4,4,4,4,2,4
4462,3.0,True,1,2,2,2,1,2,1
4463,,True,1,4,4,4,1,2,4
4464,3.0,True,1,1,1,3,3,1,2
4465,3.0,True,1,2,2,3,3,1,2
4466,2.0,True,1,3,3,1,3,3,2
4467,5.0,True,1,2,1,1,1,1,1
4468,4.0,True,2,2,4,2,1,1,1
4469,4.0,True,1,2,2,1,1,2,1
4470,3.0,True,1,4,2,4,3,2,1
4471,2.0,True,1,2,2,2,3,2,3
4472,,True,2,2,4,2,4,4,4
4473,1.0,True,1,3,3,3,3,1,3
4474,2.0,True,1,2,3,2,3,3,3
4475,3.0,True,1,2,3,1,2,2,1
4476,2.0,True,2,2,4,2,4,4,2
4477,3.0,True,1,3,2,1,1,2,3
4478,,True,2,4,4,2,4,4,2
4479,,True,1,4,4,4,4,2,1
4480,3.0,True,1,2,2,2,1,1,1
4481,,False,2,4,4,4,4,4,4
4482,3.0,True,1,2,2,2,3,2,2
4483,,True,1,4,4,4,1,2,2
4484,4.0,True,1,2,2,1,1,1,1
4485,3.0,True,1,2,3,1,3,2,3
4486,2.0,True,1,3,3,1,3,2,2
4487,3.0,True,1,2,2,3,3,2,3
4488,3.0,True,1,2,1,1,3,1,3
4489,3.0,True,1,2,2,1,2,1,2
4490,,True,2,4,4,2,4,4,2
4491,,True,2,4,4,4,4,4,4
4492,3.0,True,1,2,1,3,3,2,2
4493,,True,2,4,4,2,4,4,4
4494,,True,2,4,4,4,4,4,4
4495,2.0,True,1,1,3,3,3,1,3
4496,3.0,True,1,4,2,2,2,2,1
4497,3.0,True,1,2,1,2,2,2,1
4498,,True,2,2,4,2,4,4,4
4499,,True,1,4,4,4,4,3,1
4500,,True,2,4,4,4,4,4,4
4501,,True,2,4,4,4,4,4,4
4502,4.0,True,1,1,1,1,2,1,2
4503,4.0,True,1,2,1,2,1,2,2
4504,3.0,True,1,3,3,1,2,2,3
4505,4.0,True,1,3,2,1,1,2,1
4506,3.0,True,1,2,2,1,3,2,3
4507,3.0,True,2,2,2,2,2,2,2
4508,4.0,True,2,4,4,2,4,2,1
4509,,True,2,4,4,4,1,2,1
4510,3.0,True,1,2,2,2,2,2,3
4511,4.0,True,1,1,1,3,1,2,3
4512,,False,3,4,4,4,4,4,4
4513,3.0,True,1,2,1,3,2,2,1
4514,3.0,True,1,3,2,1,3,2,2
4515,,False,2,4,4,4,4,4,4
4516,3.0,True,2,2,4,2,2,2,4
4517,3.0,True,1,2,2,2,2,1,2
4518,3.0,True,1,2,2,1,1,1,2
4519,2.0,True,1,3,3,3,2,1,3
4520,,False,1,4,4,4,1,4,4
4521,3.0,True,1,2,2,2,2,2,1
4522,3.0,True,1,3,1,1,1,2,2
4523,4.0,True,1,2,1,1,1,1,1
4524,,True,1,4,4,4,1,2,4
4525,3.0,True,1,2,2,1,3,2,2
4526,4.0,True,2,2,4,2,1,3,1
4527,,True,1,4,4,4,1,2,1
4528,2.0,True,1,2,4,2,3,3,3
4529,4.0,True,1,3,2,1,2,1,1
4530,3.0,True,1,2,2,2,2,3,1
4531,3.0,True,1,2,2,2,1,1,2
4532,3.0,True,1,2,2,2,2,2,1
4533,4.0,True,1,2,2,1,1,1,2
4534,3.0,True,1,2,2,2,3,1,2
4535,3.0,True,1,2,2,2,3,3,1
4536,,True,2,4,4,2,4,4,4
4537,3.0,True,1,2,2,2,3,2,2
4538,3.0,True,1,3,2,1,1,3,1
4539,2.0,True,1,3,3,3,1,2,1
4540,4.0,True,1,1,1,1,3,2,3
4541,3.0,True,1,2,1,3,3,1,1
4542,3.0,True,2,2,4,2,4,4,1
4543,3.0,True,1,1,3,2,1,3,3
4544,4.0,True,1,2,1,1,2,1,1
4545,2.0,True,1,2,2,2,3,3,2
4546,2.0,True,1,3,1,2,3,1,2
4547,,True,1,4,4,4,4,2,1
4548,4.0,True,1,2,2,1,1,2,1
4549,3.0,True,1,2,2,2,2,2,2
4550,3.0,True,1,2,2,2,3,2,1
4551,4.0,True,2,2,4,2,1,4,2
4552,,True,2,4,4,4,4,4,4
4553,3.0,True,1,2,1,2,3,3,1
4554,,True,1,4,4,4,4,4,4
4555,5.0,True,1,4,1,4,1,2,4
4556,,True,1,4,4,4,1,2,1
4557,3.0,True,2,2,4,2,1,2,1
4558,4.0,True,2,4,4,2,1,2,1
4559,4.0,True,1,2,1,2,2,1,1
4560,2.0,True,1,3,3,1,3,2,2
4561,3.0,True,1,2,2,2,1,1,1
4562,2.0,True,1,2,2,3,3,2,2
4563,4.0,True,1,4,3,1,1,1,1
4564,3.0,True,2,2,4,2,2,2,1
4565,3.0,True,1,3,2,1,2,2,3
4566,4.0,True,1,2,2,1,1,3,2
4567,2.0,True,1,2,2,2,3,1,3
4568,3.0,True,1,2,1,3,3,2,2
4569,3.0,True,1,2,1,2,2,2,2
4570,3.0,True,1,2,3,1,2,1,2
4571,3.0,True,1,1,2,2,2,1,3
4572,,False,3,4,4,4,4,4,4
4573,3.0,True,2,2,4,2,4,2,2
4574,,True,2,2,4,2,4,4,4
4575,3.0,True,1,3,1,3,2,1,2
4576,,True,1,4,4,4,4,2,2
4577,4.0,True,1,2,2,2,1,2,1
4578,4.0,True,1,2,2,1,2,2,2
4579,,True,2,4,4,4,4,4,4
4580,,True,1,4,4,4,1,2,4
4581,4.0,True,1,2,1,1,2,2,3
4582,,True,2,4,4,4,4,4,4
4583,3.0,True,1,2,3,1,1,2,1
4584,4.0,True,1,2,2,1,1,3,2
4585,3.0,True,2,2,4,2,4,2,2
4586,3.0,True,1,2,2,2,2,2,2
4587,3.0,True,1,4,2,4,2,2,4
4588,4.0,True,1,2,1,2,1,1,2
4589,3.0,True,1,1,3,2,3,1,3
4590,3.0,True,2,2,4,2,1,2,1
4591,,True,2,4,2,2,4,4,4
4592,,False,3,4,4,4,4,4,4
4593,3.0,True,2,4,4,2,1,4,4
4594,3.0,False,1,2,2,2,3,2,2
4595,3.0,True,2,2,4,2,4,2,2
4596,3.0,True,2,2,2,2,1,2,2
4597,3.0,True,1,3,3,1,1,1,2
4598,2.0,True,1,2,2,3,3,2,1
4599,4.0,True,1,2,2,1,2,2,2
4600,4.0,True,1,2,2,2,1,2,2
4601,2.0,True,1,2,3,1,2,1,3
4602,,True,2,4,4,4,4,2,1
4603,3.0,True,2,2,4,2,4,4,2
4604,4.0,True,1,3,1,1,1,2,1
4605,,True,2,4,4,4,4,4,4
4606,,True,2,4,4,4,4,4,4
4607,2.0,True,1,2,1,2,3,3,2
4608,5.0,True,1,1,1,1,2,3,1
4609,4.0,True,1,2,2,2,1,2,1
4610,3.0,True,2,4,4,2,4,2,2
4611,,True,2,4,4,2,4,4,4
4612,3.0,True,1,2,2,1,3,1,3
4613,,True,2,4,4,4,4,4,4
4614,,True,1,4,4,4,4,4,4
4615,4.0,True,1,4,2,4,1,2,4
4616,3.0,True,1,2,2,2,3,1,1
4617,3.0,True,1,1,2,3,2,1,2
4618,4.0,True,2,2,4,1,1,2,2
4619,,True,2,4,4,4,4,4,4
4620,3.0,True,1,2,2,1,3,2,2
4621,4.0,True,1,2,2,2,2,1,1
4622,4.0,True,2,2,4,2,1,2,2
4623,,True,2,4,4,4,4,4,4
4624,4.0,True,1,2,2,2,2,2,2
4625,3.0,True,2,2,4,2,4,2,4
4626,4.0,True,1,2,2,2,1,2,1
4627,3.0,True,1,2,3,1,3,2,3
4628,3.0,True,2,4,4,2,4,2,1
4629,2.0,True,1,2,3,3,2,1,2
4630,3.0,True,1,2,4,2,1,2,1
4631,3.0,True,2,2,4,2,3,2,1
4632,4.0,True,2,2,4,2,4,2,1
4633,3.0,True,1,2,2,2,2,1,2
4634,3.0,True,1,2,2,2,2,2,1
4635,,True,1,4,4,4,2,2,4
4636,4.0,True,1,2,2,2,1,1,2
4637,3.0,True,2,2,4,2,1,4,2
4638,4.0,True,1,2,4,2,1,2,1
4639,3.0,True,1,2,3,1,3,1,3
4640,4.0,True,2,2,2,1,1,2,4
4641,2.0,True,1,2,2,3,3,1,3
4642,2.0,True,1,2,3,3,3,2,1
4643,3.0,True,1,3,1,2,2,1,3
4644,,True,3,4,4,4,4,4,4
4645,,True,2,4,4,2,4,2,4
4646,,True,2,4,4,4,4,4,4
4647,3.0,True,2,2,4,2,2,3,4
4648,3.0,True,2,2,4,2,2,4,4
4649,3.0,True,1,2,3,2,1,2,2
4650,4.0,True,1,4,2,4,1,2,2
4651,4.0,True,2,2,4,2,1,2,1
4652,5.0,True,1,1,1,1,2,2,2
4653,3.0,True,1,1,2,3,2,1,2
4654,,True,2,4,4,3,4,4,4
4655,4.0,True,1,3,1,1,1,1,3
4656,,True,2,4,4,4,4,4,4
4657,3.0,True,1,2,3,1,2,3,1
4658,2.0,True,1,2,2,3,3,1,2
4659,,True,2,4,4,4,4,4,2
4660,2.0,True,1,2,1,3,3,2,2
4661,,False,3,4,4,4,4,4,4
4662,3.0,True,1,4,4,2,4,3,2
4663,3.0,True,1,2,2,2,2,2,1
4664,3.0,True,1,2,3,1,2,2,3
4665,,True,2,4,4,4,4,4,4
4666,3.0,True,1,2,2,3,1,1,3
4667,4.0,True,1,2,1,3,1,1,1
4668,3.0,True,1,2,3,1,1,2,1
4669,2.0,True,2,2,4,2,3,4,4
4670,,True,1,4,4,4,4,4,4
4671,,True,2,4,4,2,4,4,4
4672,3.0,True,1,2,2,2,2,2,1
4673,4.0,True,1,2,2,1,1,2,2
4674,3.0,True,1,2,4,2,4,3,1
4675,,True,2,4,4,2,4,4,4
4676,3.0,True,1,2,2,3,3,1,1
4677,4.0,True,1,2,2,2,1,1,1
4678,,True,3,4,4,4,4,4,4
4679,4.0,True,2,4,4,2,1,4,2
4680,4.0,True,1,2,2,2,1,2,1
4681,2.0,True,1,3,2,3,3,1,1
4682,3.0,True,1,2,3,2,2,2,1
4683,4.0,True,1,2,2,2,1,2,1
4684,,True,2,2,4,2,4,4,4
4685,2.0,True,1,2,3,2,3,1,3
4686,,True,1,4,4,4,4,2,4
4687,2.0,True,1,2,3,3,3,2,1
4688,3.0,True,1,2,4,2,4,2,1
4689,,True,2,4,4,4,4,4,4
4690,,True,2,4,4,4,4,4,4
4691,3.0,True,1,2,2,1,3,2,3
4692,3.0,True,1,2,2,2,2,1,2
4693,4.0,True,1,2,1,1,1,2,3
4694,,True,2,2,4,2,4,4,4
4695,4.0,True,2,4,4,2,1,4,2
4696,4.0,True,1,4,2,4,1,2,2
4697,,True,2,4,4,2,4,4,4
4698,4.0,True,1,3,2,1,2,1,3
4699,,False,3,4,4,4,4,4,4
4700,3.0,True,1,4,4,2,1,2,1
4701,2.0,True,1,1,3,3,3,1,3
4702,2.0,True,1,3,1,3,3,1,3
4703,3.0,True,2,2,4,2,4,4,2
4704,,True,1,4,4,4,4,2,2
4705,4.0,True,1,2,1,1,1,1,3
4706,,False,2,4,4,4,4,4,4
4707,,True,2,4,4,4,4,4,4
4708,,True,2,2,4,2,4,4,4
4709,3.0,True,1,2,2,1,1,3,3
4710,5.0,False,1,4,2,4,1,2,4
4711,,True,2,4,4,2,4,2,4
4712,3.0,True,1,2,2,1,3,2,3
4713,4.0,True,1,3,1,1,1,1,2
4714,4.0,True,1,4,2,4,1,2,1
4715,3.0,True,1,2,1,3,3,1,3
4716,4.0,True,1,1,1,2,1,1,3
4717,3.0,True,1,1,2,1,2,2,2
4718,4.0,True,1,4,2,2,1,2,2
4719,,True,2,4,4,4,4,2,4
4720,3.0,True,1,2,1,2,2,1,1
4721,,False,1,4,4,4,1,2,4
4722,2.0,True,1,3,2,3,2,1,1
4723,3.0,True,1,2,1,2,1,2,1
4724,4.0,True,2,2,4,2,4,2,1
4725,,True,2,4,4,2,4,4,4
4726,,True,2,4,4,4,4,4,4
4727,,True,2,4,4,4,4,4,4
4728,,True,2,4,4,4,4,4,4
4729,3.0,True,1,2,2,2,2,2,1
4730,,True,2,4,4,2,4,4,4
4731,,True,2,4,4,4,4,4,2
4732,,True,2,4,4,4,4,4,4
4733,3.0,True,1,2,2,2,1,2,2
4734,3.0,True,1,2,4,2,4,3,1
4735,2.0,True,1,1,3,2,3,2,3
4736,3.0,True,1,3,2,2,1,2,1
4737,,True,1,4,4,4,4,2,1
4738,3.0,True,1,2,2,2,1,2,2
4739,4.0,True,1,2,2,1,2,2,2
4740,4.0,True,2,2,4,2,1,2,4
4741,2.0,True,1,4,2,2,3,3,3
4742,4.0,True,1,2,1,1,1,1,3
4743,3.0,True,1,1,2,2,3,2,2
4744,4.0,True,1,2,4,2,1,2,1
4745,3.0,True,1,2,2,2,2,3,3
4746,3.0,True,1,3,1,1,3,1,2
4747,4.0,True,2,4,4,2,1,2,1
4748,4.0,True,1,2,2,2,1,2,1
4749,,True,3,4,4,4,4,4,4
4750,4.0,True,1,4,2,2,2,2,2
4751,3.0,True,1,2,2,2,2,2,2
4752,2.0,True,1,2,3,2,3,3,3
4753,4.0,True,1,2,1,1,3,2,2
4754,4.0,True,2,4,4,2,4,2,1
4755,3.0,True,2,4,4,2,1,4,2
4756,3.0,True,1,3,3,1,1,1,2
4757,,False,1,4,4,4,4,4,4
4758,,True,2,2,4,2,4,4,4
4759,3.0,True,1,2,1,3,3,2,2
4760,3.0,True,1,2,2,3,2,2,2
4761,4.0,True,2,4,4,2,1,3,4
4762,,True,2,4,4,4,4,4,4
4763,3.0,True,2,2,2,2,1,3,4
4764,,True,2,4,4,4,4,4,2
4765,4.0,True,2,2,2,2,2,2,2
4766,,True,2,4,4,4,4,3,2
4767,4.0,True,1,2,4,2,2,2,1
4768,,True,2,4,4,4,4,4,4
4769,4.0,True,2,2,2,2,1,1,1
4770,,True,2,4,4,2,4,4,4
4771,3.0,True,1,2,2,2,2,2,1
4772,3.0,True,1,2,2,2,3,1,2
4773,,True,1,4,4,4,4,2,2
4774,,True,2,4,4,4,4,2,1
4775,4.0,True,1,4,2,4,1,2,2
4776,3.0,True,1,2,2,2,2,3,3
4777,4.0,True,2,2,4,2,1,2,1
4778,,True,2,4,4,2,4,4,4
4779,2.0,True,1,4,3,4,3,2,3
4780,4.0,True,2,2,4,2,1,4,4
4781,2.0,True,1,2,2,3,2,2,1
4782,4.0,True,1,1,1,1,1,2,3
4783,3.0,True,2,2,4,2,2,4,4
4784,3.0,True,1,2,2,2,2,2,2
4785,4.0,True,1,2,2,2,1,1,1
4786,2.0,True,1,2,3,1,3,2,1
4787,3.0,True,2,2,4,2,2,2,4
4788,,True,2,4,4,2,4,4,2
4789,4.0,True,1,2,2,2,1,2,2
4790,,False,1,4,4,4,4,4,4
4791,4.0,True,1,2,2,1,1,2,1
4792,2.0,True,1,2,2,3,3,2,2
4793,,False,2,4,4,4,4,4,4
4794,3.0,True,1,2,1,1,2,1,2
4795,,True,1,4,4,4,4,4,4
4796,,True,2,2,4,3,4,4,4
4797,,True,3,4,2,4,4,4,4
4798,5.0,True,1,1,1,1,2,1,3
4799,,False,3,4,4,4,4,4,4
4800,5.0,True,1,2,2,1,1,1,2
4801,3.0,True,1,2,2,2,2,2,1
4802,2.0,True,1,2,2,3,3,1,1
4803,3.0,True,1,2,2,2,3,2,2
4804,,True,2,4,4,4,4,4,4
4805,4.0,True,1,2,1,2,2,1,2
4806,3.0,True,1,2,3,2,2,1,3
4807,,True,1,4,4,4,1,2,4
4808,3.0,True,1,2,2,2,3,2,2
4809,4.0,True,1,3,1,1,2,3,2
4810,,True,2,4,4,4,4,4,4
4811,4.0,True,1,2,1,1,1,1,1
4812,,True,2,4,4,4,4,2,1
4813,3.0,True,2,2,4,2,1,2,2
4814,4.0,True,1,4,1,2,1,2,2
4815,,True,2,4,4,2,4,4,4
4816,,True,1,4,4,4,4,4,2
4817,2.0,True,1,2,3,2,2,2,3
